"REF_DATE","GEO","DGUID","Seasonal adjustment","Activities","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1999-04","Canada","2016A000011124","Unadjusted","Total tourism industries","Jobs","190","thousands","3","v81674","1.1.2","474.1","","","","1"
"1999-04","Canada","2016A000011124","Unadjusted","Transportation","Jobs","190","thousands","3","v81675","1.1.3","74.8","","","","1"
"1999-04","Canada","2016A000011124","Unadjusted","Air transportation","Jobs","190","thousands","3","v81676","1.1.4","53.3","","","","1"
"1999-04","Canada","2016A000011124","Unadjusted","Other transportation","Jobs","190","thousands","3","v64605556","1.1.17","21.5","","","","1"
"1999-04","Canada","2016A000011124","Unadjusted","Railway transportation","Jobs","190","thousands","3","v81677","1.1.5","2.8","","","t","1"
"1999-04","Canada","2016A000011124","Unadjusted","Water transportation","Jobs","190","thousands","3","v81678","1.1.6","1.8","","","t","1"
"1999-04","Canada","2016A000011124","Unadjusted","Bus transportation","Jobs","190","thousands","3","v81679","1.1.7","9.5","","","t","1"
"1999-04","Canada","2016A000011124","Unadjusted","Other transportation industries","Jobs","190","thousands","3","v19458059","1.1.16","12.4","","","t","1"
"1999-04","Canada","2016A000011124","Unadjusted","Accommodation","Jobs","190","thousands","3","v81682","1.1.10","125.6","","","","1"
"1999-04","Canada","2016A000011124","Unadjusted","Food and beverage services","Jobs","190","thousands","3","v81683","1.1.11","171.6","","","","1"
"1999-04","Canada","2016A000011124","Unadjusted","Other tourism activities","Jobs","190","thousands","3","v81684","1.1.12","102.1","","","","1"
"1999-04","Canada","2016A000011124","Unadjusted","Recreation and entertainment","Jobs","190","thousands","3","v81685","1.1.13","57.1","","","","1"
"1999-04","Canada","2016A000011124","Unadjusted","Travel agencies","Jobs","190","thousands","3","v81686","1.1.14","45.0","","","","1"
"1999-04","Canada","2016A000011124","Unadjusted","Other industries","Jobs","190","thousands","3","v81687","1.1.15","117.9","","","","1"
"1999-04","Canada","2016A000011124","Seasonally adjusted","Tourism activities","Jobs","190","thousands","3","v81658","1.2.1","584.0","","","","1"
"1999-04","Canada","2016A000011124","Seasonally adjusted","Total tourism industries","Jobs","190","thousands","3","v81659","1.2.2","468.1","","","","1"
"1999-04","Canada","2016A000011124","Seasonally adjusted","Transportation","Jobs","190","thousands","3","v81660","1.2.3","74.6","","","","1"
"1999-04","Canada","2016A000011124","Seasonally adjusted","Air transportation","Jobs","190","thousands","3","v81661","1.2.4","52.7","","","","1"
"1999-04","Canada","2016A000011124","Seasonally adjusted","Other transportation","Jobs","190","thousands","3","v64605557","1.2.17","21.9","","","","1"
"1999-04","Canada","2016A000011124","Seasonally adjusted","Railway transportation","Jobs","190","thousands","3","v81662","1.2.5","2.8","","","t","1"
"1999-04","Canada","2016A000011124","Seasonally adjusted","Water transportation","Jobs","190","thousands","3","v81663","1.2.6","1.8","","","t","1"
"1999-04","Canada","2016A000011124","Seasonally adjusted","Bus transportation","Jobs","190","thousands","3","v81664","1.2.7","9.6","","","t","1"
"1999-04","Canada","2016A000011124","Seasonally adjusted","Other transportation industries","Jobs","190","thousands","3","v19458060","1.2.16","12.6","","","t","1"
"1999-04","Canada","2016A000011124","Seasonally adjusted","Accommodation","Jobs","190","thousands","3","v81667","1.2.10","123.3","","","","1"
"1999-04","Canada","2016A000011124","Seasonally adjusted","Food and beverage services","Jobs","190","thousands","3","v81668","1.2.11","169.1","","","","1"
"1999-04","Canada","2016A000011124","Seasonally adjusted","Other tourism activities","Jobs","190","thousands","3","v81669","1.2.12","101.1","","","","1"
"1999-04","Canada","2016A000011124","Seasonally adjusted","Recreation and entertainment","Jobs","190","thousands","3","v81670","1.2.13","55.9","","","","1"
"1999-04","Canada","2016A000011124","Seasonally adjusted","Travel agencies","Jobs","190","thousands","3","v81671","1.2.14","45.2","","","","1"
"1999-04","Canada","2016A000011124","Seasonally adjusted","Other industries","Jobs","190","thousands","3","v81672","1.2.15","115.9","","","","1"
"1999-07","Canada","2016A000011124","Unadjusted","Tourism activities","Jobs","190","thousands","3","v81673","1.1.1","613.5","","","","1"
"1999-07","Canada","2016A000011124","Unadjusted","Total tourism industries","Jobs","190","thousands","3","v81674","1.1.2","491.4","","","","1"
"1999-07","Canada","2016A000011124","Unadjusted","Transportation","Jobs","190","thousands","3","v81675","1.1.3","74.9","","","","1"
"1999-07","Canada","2016A000011124","Unadjusted","Air transportation","Jobs","190","thousands","3","v81676","1.1.4","52.2","","","","1"
"1999-07","Canada","2016A000011124","Unadjusted","Other transportation","Jobs","190","thousands","3","v64605556","1.1.17","22.7","","","","1"
"1999-07","Canada","2016A000011124","Unadjusted","Railway transportation","Jobs","190","thousands","3","v81677","1.1.5","2.9","","","t","1"
"1999-07","Canada","2016A000011124","Unadjusted","Water transportation","Jobs","190","thousands","3","v81678","1.1.6","1.9","","","t","1"
"1999-07","Canada","2016A000011124","Unadjusted","Bus transportation","Jobs","190","thousands","3","v81679","1.1.7","10.0","","","t","1"
"1999-07","Canada","2016A000011124","Unadjusted","Other transportation industries","Jobs","190","thousands","3","v19458059","1.1.16","13.2","","","t","1"
"1999-07","Canada","2016A000011124","Unadjusted","Accommodation","Jobs","190","thousands","3","v81682","1.1.10","132.6","","","","1"
"1999-07","Canada","2016A000011124","Unadjusted","Food and beverage services","Jobs","190","thousands","3","v81683","1.1.11","177.6","","","","1"
"1999-07","Canada","2016A000011124","Unadjusted","Other tourism activities","Jobs","190","thousands","3","v81684","1.1.12","106.3","","","","1"
"1999-07","Canada","2016A000011124","Unadjusted","Recreation and entertainment","Jobs","190","thousands","3","v81685","1.1.13","60.5","","","","1"
"1999-07","Canada","2016A000011124","Unadjusted","Travel agencies","Jobs","190","thousands","3","v81686","1.1.14","45.8","","","","1"
"1999-07","Canada","2016A000011124","Unadjusted","Other industries","Jobs","190","thousands","3","v81687","1.1.15","122.1","","","","1"
"1999-07","Canada","2016A000011124","Seasonally adjusted","Tourism activities","Jobs","190","thousands","3","v81658","1.2.1","589.3","","","","1"
"1999-07","Canada","2016A000011124","Seasonally adjusted","Total tourism industries","Jobs","190","thousands","3","v81659","1.2.2","472.5","","","","1"
"1999-07","Canada","2016A000011124","Seasonally adjusted","Transportation","Jobs","190","thousands","3","v81660","1.2.3","74.8","","","","1"
"1999-07","Canada","2016A000011124","Seasonally adjusted","Air transportation","Jobs","190","thousands","3","v81661","1.2.4","52.9","","","","1"
"1999-07","Canada","2016A000011124","Seasonally adjusted","Other transportation","Jobs","190","thousands","3","v64605557","1.2.17","21.9","","","","1"
"1999-07","Canada","2016A000011124","Seasonally adjusted","Railway transportation","Jobs","190","thousands","3","v81662","1.2.5","2.8","","","t","1"
"1999-07","Canada","2016A000011124","Seasonally adjusted","Water transportation","Jobs","190","thousands","3","v81663","1.2.6","1.8","","","t","1"
"1999-07","Canada","2016A000011124","Seasonally adjusted","Bus transportation","Jobs","190","thousands","3","v81664","1.2.7","9.6","","","t","1"
"1999-07","Canada","2016A000011124","Seasonally adjusted","Other transportation industries","Jobs","190","thousands","3","v19458060","1.2.16","12.6","","","t","1"
"1999-07","Canada","2016A000011124","Seasonally adjusted","Accommodation","Jobs","190","thousands","3","v81667","1.2.10","123.5","","","","1"
"1999-07","Canada","2016A000011124","Seasonally adjusted","Food and beverage services","Jobs","190","thousands","3","v81668","1.2.11","172.8","","","","1"
"1999-07","Canada","2016A000011124","Seasonally adjusted","Other tourism activities","Jobs","190","thousands","3","v81669","1.2.12","101.4","","","","1"
"1999-07","Canada","2016A000011124","Seasonally adjusted","Recreation and entertainment","Jobs","190","thousands","3","v81670","1.2.13","56.1","","","","1"
"1999-07","Canada","2016A000011124","Seasonally adjusted","Travel agencies","Jobs","190","thousands","3","v81671","1.2.14","45.3","","","","1"
"1999-07","Canada","2016A000011124","Seasonally adjusted","Other industries","Jobs","190","thousands","3","v81672","1.2.15","116.8","","","","1"
"1999-10","Canada","2016A000011124","Unadjusted","Tourism activities","Jobs","190","thousands","3","v81673","1.1.1","589.0","","","","1"
"1999-10","Canada","2016A000011124","Unadjusted","Total tourism industries","Jobs","190","thousands","3","v81674","1.1.2","471.6","","","","1"
"1999-10","Canada","2016A000011124","Unadjusted","Transportation","Jobs","190","thousands","3","v81675","1.1.3","75.3","","","","1"
"1999-10","Canada","2016A000011124","Unadjusted","Air transportation","Jobs","190","thousands","3","v81676","1.1.4","53.3","","","","1"
"1999-10","Canada","2016A000011124","Unadjusted","Other transportation","Jobs","190","thousands","3","v64605556","1.1.17","22.0","","","","1"
"1999-10","Canada","2016A000011124","Unadjusted","Railway transportation","Jobs","190","thousands","3","v81677","1.1.5","2.9","","","t","1"
"1999-10","Canada","2016A000011124","Unadjusted","Water transportation","Jobs","190","thousands","3","v81678","1.1.6","1.9","","","t","1"
"1999-10","Canada","2016A000011124","Unadjusted","Bus transportation","Jobs","190","thousands","3","v81679","1.1.7","9.7","","","t","1"
"1999-10","Canada","2016A000011124","Unadjusted","Other transportation industries","Jobs","190","thousands","3","v19458059","1.1.16","12.6","","","t","1"
"1999-10","Canada","2016A000011124","Unadjusted","Accommodation","Jobs","190","thousands","3","v81682","1.1.10","120.5","","","","1"
"1999-10","Canada","2016A000011124","Unadjusted","Food and beverage services","Jobs","190","thousands","3","v81683","1.1.11","175.0","","","","1"
"1999-10","Canada","2016A000011124","Unadjusted","Other tourism activities","Jobs","190","thousands","3","v81684","1.1.12","100.8","","","","1"
"1999-10","Canada","2016A000011124","Unadjusted","Recreation and entertainment","Jobs","190","thousands","3","v81685","1.1.13","54.9","","","","1"
"1999-10","Canada","2016A000011124","Unadjusted","Travel agencies","Jobs","190","thousands","3","v81686","1.1.14","45.9","","","","1"
"1999-10","Canada","2016A000011124","Unadjusted","Other industries","Jobs","190","thousands","3","v81687","1.1.15","117.4","","","","1"
"1999-10","Canada","2016A000011124","Seasonally adjusted","Tourism activities","Jobs","190","thousands","3","v81658","1.2.1","597.1","","","","1"
"1999-10","Canada","2016A000011124","Seasonally adjusted","Total tourism industries","Jobs","190","thousands","3","v81659","1.2.2","478.2","","","","1"
"1999-10","Canada","2016A000011124","Seasonally adjusted","Transportation","Jobs","190","thousands","3","v81660","1.2.3","75.2","","","","1"
"1999-10","Canada","2016A000011124","Seasonally adjusted","Air transportation","Jobs","190","thousands","3","v81661","1.2.4","53.2","","","","1"
"1999-10","Canada","2016A000011124","Seasonally adjusted","Other transportation","Jobs","190","thousands","3","v64605557","1.2.17","22.0","","","","1"
"1999-10","Canada","2016A000011124","Seasonally adjusted","Railway transportation","Jobs","190","thousands","3","v81662","1.2.5","2.9","","","t","1"
"1999-10","Canada","2016A000011124","Seasonally adjusted","Water transportation","Jobs","190","thousands","3","v81663","1.2.6","1.8","","","t","1"
"1999-10","Canada","2016A000011124","Seasonally adjusted","Bus transportation","Jobs","190","thousands","3","v81664","1.2.7","9.6","","","t","1"
"1999-10","Canada","2016A000011124","Seasonally adjusted","Other transportation industries","Jobs","190","thousands","3","v19458060","1.2.16","12.8","","","t","1"
"1999-10","Canada","2016A000011124","Seasonally adjusted","Accommodation","Jobs","190","thousands","3","v81667","1.2.10","123.7","","","","1"
"1999-10","Canada","2016A000011124","Seasonally adjusted","Food and beverage services","Jobs","190","thousands","3","v81668","1.2.11","176.4","","","","1"
"1999-10","Canada","2016A000011124","Seasonally adjusted","Other tourism activities","Jobs","190","thousands","3","v81669","1.2.12","102.9","","","","1"
"1999-10","Canada","2016A000011124","Seasonally adjusted","Recreation and entertainment","Jobs","190","thousands","3","v81670","1.2.13","57.1","","","","1"
"1999-10","Canada","2016A000011124","Seasonally adjusted","Travel agencies","Jobs","190","thousands","3","v81671","1.2.14","45.8","","","","1"
"1999-10","Canada","2016A000011124","Seasonally adjusted","Other industries","Jobs","190","thousands","3","v81672","1.2.15","118.9","","","","1"
"2000-01","Canada","2016A000011124","Unadjusted","Tourism activities","Jobs","190","thousands","3","v81673","1.1.1","577.5","","","","1"
"2000-01","Canada","2016A000011124","Unadjusted","Total tourism industries","Jobs","190","thousands","3","v81674","1.1.2","462.8","","","","1"
"2000-01","Canada","2016A000011124","Unadjusted","Transportation","Jobs","190","thousands","3","v81675","1.1.3","76.3","","","","1"
"2000-01","Canada","2016A000011124","Unadjusted","Air transportation","Jobs","190","thousands","3","v81676","1.1.4","54.3","","","","1"
"2000-01","Canada","2016A000011124","Unadjusted","Other transportation","Jobs","190","thousands","3","v64605556","1.1.17","22.0","","","","1"
"2000-01","Canada","2016A000011124","Unadjusted","Railway transportation","Jobs","190","thousands","3","v81677","1.1.5","2.8","","","t","1"
"2000-01","Canada","2016A000011124","Unadjusted","Water transportation","Jobs","190","thousands","3","v81678","1.1.6","1.8","","","t","1"
"2000-01","Canada","2016A000011124","Unadjusted","Bus transportation","Jobs","190","thousands","3","v81679","1.1.7","9.5","","","t","1"
"2000-01","Canada","2016A000011124","Unadjusted","Other transportation industries","Jobs","190","thousands","3","v19458059","1.1.16","12.1","","","t","1"
"2000-01","Canada","2016A000011124","Unadjusted","Accommodation","Jobs","190","thousands","3","v81682","1.1.10","115.8","","","","1"
"2000-01","Canada","2016A000011124","Unadjusted","Food and beverage services","Jobs","190","thousands","3","v81683","1.1.11","170.5","","","","1"
"2000-01","Canada","2016A000011124","Unadjusted","Other tourism activities","Jobs","190","thousands","3","v81684","1.1.12","100.2","","","","1"
"2000-01","Canada","2016A000011124","Unadjusted","Recreation and entertainment","Jobs","190","thousands","3","v81685","1.1.13","54.1","","","","1"
"2000-01","Canada","2016A000011124","Unadjusted","Travel agencies","Jobs","190","thousands","3","v81686","1.1.14","46.1","","","","1"
"2000-01","Canada","2016A000011124","Unadjusted","Other industries","Jobs","190","thousands","3","v81687","1.1.15","114.7","","","","1"
"2000-01","Canada","2016A000011124","Seasonally adjusted","Tourism activities","Jobs","190","thousands","3","v81658","1.2.1","601.6","","","","1"
"2000-01","Canada","2016A000011124","Seasonally adjusted","Total tourism industries","Jobs","190","thousands","3","v81659","1.2.2","481.5","","","","1"
"2000-01","Canada","2016A000011124","Seasonally adjusted","Transportation","Jobs","190","thousands","3","v81660","1.2.3","76.7","","","","1"
"2000-01","Canada","2016A000011124","Seasonally adjusted","Air transportation","Jobs","190","thousands","3","v81661","1.2.4","54.4","","","","1"
"2000-01","Canada","2016A000011124","Seasonally adjusted","Other transportation","Jobs","190","thousands","3","v64605557","1.2.17","22.3","","","","1"
"2000-01","Canada","2016A000011124","Seasonally adjusted","Railway transportation","Jobs","190","thousands","3","v81662","1.2.5","2.9","","","t","1"
"2000-01","Canada","2016A000011124","Seasonally adjusted","Water transportation","Jobs","190","thousands","3","v81663","1.2.6","1.9","","","t","1"
"2000-01","Canada","2016A000011124","Seasonally adjusted","Bus transportation","Jobs","190","thousands","3","v81664","1.2.7","9.7","","","t","1"
"2000-01","Canada","2016A000011124","Seasonally adjusted","Other transportation industries","Jobs","190","thousands","3","v19458060","1.2.16","12.8","","","t","1"
"2000-01","Canada","2016A000011124","Seasonally adjusted","Accommodation","Jobs","190","thousands","3","v81667","1.2.10","124.0","","","","1"
"2000-01","Canada","2016A000011124","Seasonally adjusted","Food and beverage services","Jobs","190","thousands","3","v81668","1.2.11","176.9","","","","1"
"2000-01","Canada","2016A000011124","Seasonally adjusted","Other tourism activities","Jobs","190","thousands","3","v81669","1.2.12","103.9","","","","1"
"2000-01","Canada","2016A000011124","Seasonally adjusted","Recreation and entertainment","Jobs","190","thousands","3","v81670","1.2.13","57.4","","","","1"
"2000-01","Canada","2016A000011124","Seasonally adjusted","Travel agencies","Jobs","190","thousands","3","v81671","1.2.14","46.5","","","","1"
"2000-01","Canada","2016A000011124","Seasonally adjusted","Other industries","Jobs","190","thousands","3","v81672","1.2.15","120.1","","","","1"
"2000-04","Canada","2016A000011124","Unadjusted","Tourism activities","Jobs","190","thousands","3","v81673","1.1.1","618.4","","","","1"
"2000-04","Canada","2016A000011124","Unadjusted","Total tourism industries","Jobs","190","thousands","3","v81674","1.1.2","494.4","","","","1"
"2000-04","Canada","2016A000011124","Unadjusted","Transportation","Jobs","190","thousands","3","v81675","1.1.3","77.4","","","","1"
"2000-04","Canada","2016A000011124","Unadjusted","Air transportation","Jobs","190","thousands","3","v81676","1.1.4","55.1","","","","1"
"2000-04","Canada","2016A000011124","Unadjusted","Other transportation","Jobs","190","thousands","3","v64605556","1.1.17","22.3","","","","1"
"2000-04","Canada","2016A000011124","Unadjusted","Railway transportation","Jobs","190","thousands","3","v81677","1.1.5","2.9","","","t","1"
"2000-04","Canada","2016A000011124","Unadjusted","Water transportation","Jobs","190","thousands","3","v81678","1.1.6","1.9","","","t","1"
"2000-04","Canada","2016A000011124","Unadjusted","Bus transportation","Jobs","190","thousands","3","v81679","1.1.7","9.7","","","t","1"
"2000-04","Canada","2016A000011124","Unadjusted","Other transportation industries","Jobs","190","thousands","3","v19458059","1.1.16","12.6","","","t","1"
"2000-04","Canada","2016A000011124","Unadjusted","Accommodation","Jobs","190","thousands","3","v81682","1.1.10","126.4","","","","1"
"2000-04","Canada","2016A000011124","Unadjusted","Food and beverage services","Jobs","190","thousands","3","v81683","1.1.11","184.3","","","","1"
"2000-04","Canada","2016A000011124","Unadjusted","Other tourism activities","Jobs","190","thousands","3","v81684","1.1.12","106.3","","","","1"
"2000-04","Canada","2016A000011124","Unadjusted","Recreation and entertainment","Jobs","190","thousands","3","v81685","1.1.13","59.0","","","","1"
"2000-04","Canada","2016A000011124","Unadjusted","Travel agencies","Jobs","190","thousands","3","v81686","1.1.14","47.3","","","","1"
"2000-04","Canada","2016A000011124","Unadjusted","Other industries","Jobs","190","thousands","3","v81687","1.1.15","124.0","","","","1"
"2000-04","Canada","2016A000011124","Seasonally adjusted","Tourism activities","Jobs","190","thousands","3","v81658","1.2.1","609.3","","","","1"
"2000-04","Canada","2016A000011124","Seasonally adjusted","Total tourism industries","Jobs","190","thousands","3","v81659","1.2.2","487.1","","","","1"
"2000-04","Canada","2016A000011124","Seasonally adjusted","Transportation","Jobs","190","thousands","3","v81660","1.2.3","76.7","","","","1"
"2000-04","Canada","2016A000011124","Seasonally adjusted","Air transportation","Jobs","190","thousands","3","v81661","1.2.4","54.3","","","","1"
"2000-04","Canada","2016A000011124","Seasonally adjusted","Other transportation","Jobs","190","thousands","3","v64605557","1.2.17","22.4","","","","1"
"2000-04","Canada","2016A000011124","Seasonally adjusted","Railway transportation","Jobs","190","thousands","3","v81662","1.2.5","2.9","","","t","1"
"2000-04","Canada","2016A000011124","Seasonally adjusted","Water transportation","Jobs","190","thousands","3","v81663","1.2.6","1.9","","","t","1"
"2000-04","Canada","2016A000011124","Seasonally adjusted","Bus transportation","Jobs","190","thousands","3","v81664","1.2.7","9.8","","","t","1"
"2000-04","Canada","2016A000011124","Seasonally adjusted","Other transportation industries","Jobs","190","thousands","3","v19458060","1.2.16","12.7","","","t","1"
"2000-04","Canada","2016A000011124","Seasonally adjusted","Accommodation","Jobs","190","thousands","3","v81667","1.2.10","124.6","","","","1"
"2000-04","Canada","2016A000011124","Seasonally adjusted","Food and beverage services","Jobs","190","thousands","3","v81668","1.2.11","181.2","","","","1"
"2000-04","Canada","2016A000011124","Seasonally adjusted","Other tourism activities","Jobs","190","thousands","3","v81669","1.2.12","104.6","","","","1"
"2000-04","Canada","2016A000011124","Seasonally adjusted","Recreation and entertainment","Jobs","190","thousands","3","v81670","1.2.13","57.5","","","","1"
"2000-04","Canada","2016A000011124","Seasonally adjusted","Travel agencies","Jobs","190","thousands","3","v81671","1.2.14","47.1","","","","1"
"2000-04","Canada","2016A000011124","Seasonally adjusted","Other industries","Jobs","190","thousands","3","v81672","1.2.15","122.2","","","","1"
"2000-07","Canada","2016A000011124","Unadjusted","Tourism activities","Jobs","190","thousands","3","v81673","1.1.1","636.1","","","","1"
"2000-07","Canada","2016A000011124","Unadjusted","Total tourism industries","Jobs","190","thousands","3","v81674","1.1.2","508.3","","","","1"
"2000-07","Canada","2016A000011124","Unadjusted","Transportation","Jobs","190","thousands","3","v81675","1.1.3","76.3","","","","1"
"2000-07","Canada","2016A000011124","Unadjusted","Air transportation","Jobs","190","thousands","3","v81676","1.1.4","53.1","","","","1"
"2000-07","Canada","2016A000011124","Unadjusted","Other transportation","Jobs","190","thousands","3","v64605556","1.1.17","23.2","","","","1"
"2000-07","Canada","2016A000011124","Unadjusted","Railway transportation","Jobs","190","thousands","3","v81677","1.1.5","3.0","","","t","1"
"2000-07","Canada","2016A000011124","Unadjusted","Water transportation","Jobs","190","thousands","3","v81678","1.1.6","2.0","","","t","1"
"2000-07","Canada","2016A000011124","Unadjusted","Bus transportation","Jobs","190","thousands","3","v81679","1.1.7","10.2","","","t","1"
"2000-07","Canada","2016A000011124","Unadjusted","Other transportation industries","Jobs","190","thousands","3","v19458059","1.1.16","13.4","","","t","1"
"2000-07","Canada","2016A000011124","Unadjusted","Accommodation","Jobs","190","thousands","3","v81682","1.1.10","133.7","","","","1"
"2000-07","Canada","2016A000011124","Unadjusted","Food and beverage services","Jobs","190","thousands","3","v81683","1.1.11","188.0","","","","1"
"2000-07","Canada","2016A000011124","Unadjusted","Other tourism activities","Jobs","190","thousands","3","v81684","1.1.12","110.3","","","","1"
"2000-07","Canada","2016A000011124","Unadjusted","Recreation and entertainment","Jobs","190","thousands","3","v81685","1.1.13","62.4","","","","1"
"2000-07","Canada","2016A000011124","Unadjusted","Travel agencies","Jobs","190","thousands","3","v81686","1.1.14","47.9","","","","1"
"2000-07","Canada","2016A000011124","Unadjusted","Other industries","Jobs","190","thousands","3","v81687","1.1.15","127.8","","","","1"
"2000-07","Canada","2016A000011124","Seasonally adjusted","Tourism activities","Jobs","190","thousands","3","v81658","1.2.1","612.9","","","","1"
"2000-07","Canada","2016A000011124","Seasonally adjusted","Total tourism industries","Jobs","190","thousands","3","v81659","1.2.2","490.2","","","","1"
"2000-07","Canada","2016A000011124","Seasonally adjusted","Transportation","Jobs","190","thousands","3","v81660","1.2.3","76.0","","","","1"
"2000-07","Canada","2016A000011124","Seasonally adjusted","Air transportation","Jobs","190","thousands","3","v81661","1.2.4","53.6","","","","1"
"2000-07","Canada","2016A000011124","Seasonally adjusted","Other transportation","Jobs","190","thousands","3","v64605557","1.2.17","22.4","","","","1"
"2000-07","Canada","2016A000011124","Seasonally adjusted","Railway transportation","Jobs","190","thousands","3","v81662","1.2.5","2.9","","","t","1"
"2000-07","Canada","2016A000011124","Seasonally adjusted","Water transportation","Jobs","190","thousands","3","v81663","1.2.6","1.9","","","t","1"
"2000-07","Canada","2016A000011124","Seasonally adjusted","Bus transportation","Jobs","190","thousands","3","v81664","1.2.7","9.8","","","t","1"
"2000-07","Canada","2016A000011124","Seasonally adjusted","Other transportation industries","Jobs","190","thousands","3","v19458060","1.2.16","12.7","","","t","1"
"2000-07","Canada","2016A000011124","Seasonally adjusted","Accommodation","Jobs","190","thousands","3","v81667","1.2.10","125.3","","","","1"
"2000-07","Canada","2016A000011124","Seasonally adjusted","Food and beverage services","Jobs","190","thousands","3","v81668","1.2.11","183.1","","","","1"
"2000-07","Canada","2016A000011124","Seasonally adjusted","Other tourism activities","Jobs","190","thousands","3","v81669","1.2.12","105.8","","","","1"
"2000-07","Canada","2016A000011124","Seasonally adjusted","Recreation and entertainment","Jobs","190","thousands","3","v81670","1.2.13","58.4","","","","1"
"2000-07","Canada","2016A000011124","Seasonally adjusted","Travel agencies","Jobs","190","thousands","3","v81671","1.2.14","47.4","","","","1"
"2000-07","Canada","2016A000011124","Seasonally adjusted","Other industries","Jobs","190","thousands","3","v81672","1.2.15","122.7","","","","1"
"2000-10","Canada","2016A000011124","Unadjusted","Tourism activities","Jobs","190","thousands","3","v81673","1.1.1","609.0","","","","1"
"2000-10","Canada","2016A000011124","Unadjusted","Total tourism industries","Jobs","190","thousands","3","v81674","1.1.2","486.8","","","","1"
"2000-10","Canada","2016A000011124","Unadjusted","Transportation","Jobs","190","thousands","3","v81675","1.1.3","76.6","","","","1"
"2000-10","Canada","2016A000011124","Unadjusted","Air transportation","Jobs","190","thousands","3","v81676","1.1.4","54.5","","","","1"
"2000-10","Canada","2016A000011124","Unadjusted","Other transportation","Jobs","190","thousands","3","v64605556","1.1.17","22.1","","","","1"
"2000-10","Canada","2016A000011124","Unadjusted","Railway transportation","Jobs","190","thousands","3","v81677","1.1.5","2.9","","","t","1"
"2000-10","Canada","2016A000011124","Unadjusted","Water transportation","Jobs","190","thousands","3","v81678","1.1.6","1.9","","","t","1"
"2000-10","Canada","2016A000011124","Unadjusted","Bus transportation","Jobs","190","thousands","3","v81679","1.1.7","9.8","","","t","1"
"2000-10","Canada","2016A000011124","Unadjusted","Other transportation industries","Jobs","190","thousands","3","v19458059","1.1.16","12.6","","","t","1"
"2000-10","Canada","2016A000011124","Unadjusted","Accommodation","Jobs","190","thousands","3","v81682","1.1.10","123.7","","","","1"
"2000-10","Canada","2016A000011124","Unadjusted","Food and beverage services","Jobs","190","thousands","3","v81683","1.1.11","182.1","","","","1"
"2000-10","Canada","2016A000011124","Unadjusted","Other tourism activities","Jobs","190","thousands","3","v81684","1.1.12","104.4","","","","1"
"2000-10","Canada","2016A000011124","Unadjusted","Recreation and entertainment","Jobs","190","thousands","3","v81685","1.1.13","57.0","","","","1"
"2000-10","Canada","2016A000011124","Unadjusted","Travel agencies","Jobs","190","thousands","3","v81686","1.1.14","47.4","","","","1"
"2000-10","Canada","2016A000011124","Unadjusted","Other industries","Jobs","190","thousands","3","v81687","1.1.15","122.2","","","","1"
"2000-10","Canada","2016A000011124","Seasonally adjusted","Tourism activities","Jobs","190","thousands","3","v81658","1.2.1","617.2","","","","1"
"2000-10","Canada","2016A000011124","Seasonally adjusted","Total tourism industries","Jobs","190","thousands","3","v81659","1.2.2","493.5","","","","1"
"2000-10","Canada","2016A000011124","Seasonally adjusted","Transportation","Jobs","190","thousands","3","v81660","1.2.3","77.2","","","","1"
"2000-10","Canada","2016A000011124","Seasonally adjusted","Air transportation","Jobs","190","thousands","3","v81661","1.2.4","54.7","","","","1"
"2000-10","Canada","2016A000011124","Seasonally adjusted","Other transportation","Jobs","190","thousands","3","v64605557","1.2.17","22.5","","","","1"
"2000-10","Canada","2016A000011124","Seasonally adjusted","Railway transportation","Jobs","190","thousands","3","v81662","1.2.5","2.9","","","t","1"
"2000-10","Canada","2016A000011124","Seasonally adjusted","Water transportation","Jobs","190","thousands","3","v81663","1.2.6","1.9","","","t","1"
"2000-10","Canada","2016A000011124","Seasonally adjusted","Bus transportation","Jobs","190","thousands","3","v81664","1.2.7","9.9","","","t","1"
"2000-10","Canada","2016A000011124","Seasonally adjusted","Other transportation industries","Jobs","190","thousands","3","v19458060","1.2.16","12.6","","","t","1"
"2000-10","Canada","2016A000011124","Seasonally adjusted","Accommodation","Jobs","190","thousands","3","v81667","1.2.10","125.7","","","","1"
"2000-10","Canada","2016A000011124","Seasonally adjusted","Food and beverage services","Jobs","190","thousands","3","v81668","1.2.11","183.7","","","","1"
"2000-10","Canada","2016A000011124","Seasonally adjusted","Other tourism activities","Jobs","190","thousands","3","v81669","1.2.12","106.9","","","","1"
"2000-10","Canada","2016A000011124","Seasonally adjusted","Recreation and entertainment","Jobs","190","thousands","3","v81670","1.2.13","59.2","","","","1"
"2000-10","Canada","2016A000011124","Seasonally adjusted","Travel agencies","Jobs","190","thousands","3","v81671","1.2.14","47.7","","","","1"
"2000-10","Canada","2016A000011124","Seasonally adjusted","Other industries","Jobs","190","thousands","3","v81672","1.2.15","123.7","","","","1"
"2001-01","Canada","2016A000011124","Unadjusted","Tourism activities","Jobs","190","thousands","3","v81673","1.1.1","589.3","","","","1"
"2001-01","Canada","2016A000011124","Unadjusted","Total tourism industries","Jobs","190","thousands","3","v81674","1.1.2","471.4","","","","1"
